cooldown_blocked,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,reentry_check,True,ok,CELO-USDT-SWAP,,,0.0786,False,,,,False,,short,5m,2026-03-16 17:31:43
False,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06483,False,,,,False,,long,5m,2026-03-16 17:31:44
False,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06483,False,,,,False,,short,5m,2026-03-16 17:31:44
False,,reentry_check,True,ok,CHZ-USDT-SWAP,,,0.03907,False,,,,False,,long,5m,2026-03-16 17:31:44
False,,reentry_check,True,ok,CHZ-USDT-SWAP,,,0.03907,False,,,,False,,short,5m,2026-03-16 17:31:44
,,reentry_check,True,scan,CHZ-USDT-SWAP,,,0.03907,False,0.0,,,,,scan,5m,2026-03-16 17:31:44
False,,reentry_check,True,ok,COMP-USDT-SWAP,,,19.3,False,,,,False,,long,5m,2026-03-16 17:31:45
False,,reentry_check,True,ok,COMP-USDT-SWAP,,,19.3,False,,,,False,,short,5m,2026-03-16 17:31:45
False,,reentry_check,True,ok,CRV-USDT-SWAP,,,0.2483,False,,,,False,,long,5m,2026-03-16 17:31:45
False,,reentry_check,True,ok,CRV-USDT-SWAP,,,0.2483,False,,,,False,,short,5m,2026-03-16 17:31:45
False,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.1007,False,,,,False,,long,5m,2026-03-16 17:31:45
False,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.1007,False,,,,False,,short,5m,2026-03-16 17:31:45
False,,reentry_check,True,ok,DOT-USDT-SWAP,,,1.569,False,,,,False,,long,5m,2026-03-16 17:31:46
False,,reentry_check,True,ok,DOT-USDT-SWAP,,,1.569,False,,,,False,,short,5m,2026-03-16 17:31:46
False,1395,reentry_check,True,ok,ENA-USDT-SWAP,ATR стоп 2.0N,0.0,0.0976,True,1.6,5.942857,1.1,False,0,long,5m,2026-03-16 17:31:46
False,1395,reentry_check,True,ok,ENA-USDT-SWAP,ATR стоп 2.0N,0.0,0.0976,True,1.6,5.942857,1.1,False,0,short,5m,2026-03-16 17:31:46
False,,reentry_check,True,ok,ETC-USDT-SWAP,,,8.45,False,,,,False,,long,5m,2026-03-16 17:31:46
False,,reentry_check,True,ok,ETC-USDT-SWAP,,,8.45,False,,,,False,,short,5m,2026-03-16 17:31:46
False,,reentry_check,True,ok,ETH-USDT-SWAP,,,2302.0,False,,,,False,,long,5m,2026-03-16 17:31:47
False,,reentry_check,True,ok,ETH-USDT-SWAP,,,2302.0,False,,,,False,,short,5m,2026-03-16 17:31:47
False,,reentry_check,True,ok,ETHFI-USDT-SWAP,,,0.754,False,,,,False,,long,5m,2026-03-16 17:31:47
False,,reentry_check,True,ok,ETHFI-USDT-SWAP,,,0.754,False,,,,False,,short,5m,2026-03-16 17:31:47
False,,reentry_check,True,ok,ETHW-USDT-SWAP,,,0.4,False,,,,False,,long,5m,2026-03-16 17:31:47
False,,reentry_check,True,ok,ETHW-USDT-SWAP,,,0.4,False,,,,False,,short,5m,2026-03-16 17:31:47
